brand_name,product_name,product_id,url,images_from_sociolla,images_from_serper,total_images,serper_status
584_aeris-beaute,The Onyx 2.0 - Individual Brushes X12-Brow Highlight,104060,https://www.sociolla.com/face-brushes/75718-the-onyx-2-0-individual-brushes-x12-brow-highlight,0,1,1,ok
584_aeris-beaute,The Coral 2.0 - Individual Brushes CR9-Round Blending,104072,https://www.sociolla.com/face-brushes/75730-the-coral-2-0-individual-brushes-cr9-round-blending,0,2,2,ok
584_aeris-beaute,Gold Facial Spa Set,85150,https://www.sociolla.com/facial-tools/56808-gold-facial-spa-set,0,10,10,ok
584_aeris-beaute,Golden Silk - Individual Brushes S1-Pressed Powder,104075,https://www.sociolla.com/face-brushes/75732-golden-silk-individual-brushes-s1-pressed-powder,0,2,2,ok
584_aeris-beaute,Rose Quartz Facial Set - Soothing Trio,86886,https://www.sociolla.com/facial-tools/58544-rose-quartz-facial-set-soothing-trio,0,5,5,ok
584_aeris-beaute,Onyx 15 Face & Eye Brush Set,34594,https://www.sociolla.com/brush-set/12018-onyx-15-face-and-eye-brush-set,0,4,4,ok
584_aeris-beaute,The Onyx 2.0 - Individual Brushes X11-Brow,104059,https://www.sociolla.com/face-brushes/75717-the-onyx-2-0-individual-brushes-x11-brow,0,0,0,ok
584_aeris-beaute,Golden Silk - Individual Brushes S6-Pro Highlight,104082,https://www.sociolla.com/face-brushes/75740-golden-silk-individual-brushes-s6-pro-highlight,0,1,1,ok
584_aeris-beaute,Aeris Beauté x Sociolla Smart Sonic Facial Cleanser,95484,https://www.sociolla.com/facial-tools/67142-aeris-beaute-x-sociolla-smart-sonic-facial-cleanser,0,0,0,ok
584_aeris-beaute,The Coral 2.0 - Individual Brushes CR8-Concealer,104071,https://www.sociolla.com/face-brushes/75729-the-coral-2-0-individual-brushes-cr8-concealer,0,6,6,ok
